"Group","Keyword","Location","Name","Rating","Reviews","Address","Phone","PlaceId","Website","Latitude","Longitude","Opportunity Score"
"Architectural Services","Architectural Services Portland","Portland","William Kaven Architecture","4.3","","4075 N Williams Ave #440, Portland, OR 97227","(503) 841-5239","ChIJR84OmRWnlVQR1oCwcSFcxiM","https://www.williamkaven.com/","45.5530888","-122.66686689999999","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","Portland Artificial Grass","","","7400 SW Barnes Rd, Portland, OR 97225","(503) 217-6478","ChIJz9bhdWYJlVQRZWzK4XOY7eQ","https://portlandartificialgrass.com/","45.511466999999996","-122.75492299999999","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","KP Greens - Celebrity Greens Portland / Vancouver","5","","","(971) 533-7599","ChIJLVdc_nIHgw8RSnnw7txFI48","https://www.kpgreens.com/","45.4894634","-122.68969539999999","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","Alpha Turf NW","5","","20160 SW Avery Ct, Tualatin, OR 97062","(541) 719-8584","ChIJPfV8opptlVQR_sRyistrAjI","https://alphaturfnw.com/services/portland-oregon-turf/","45.3741451","-122.7885709","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","Baez Sports Group | Artificial Grass Portland","5","","","(503) 622-9436","ChIJLYOK3UyhlVQRQ7XgN_4GuVw","https://www.baezsports.com/","46.423669","-129.9427086","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","Synlawn of Oregon","5","","19890 SW 112th Ave, Tualatin, OR 97062","(503) 672-7270","ChIJJ3L52KEOlVQRq-nzdwGKUpA","http://www.synlawn.com/oregon/","45.3759017","-122.79335599999999","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","ProTurf Landscape Solutions Of Portland Oregon","5","","5527 River St, West Linn, OR 97068","(503) 875-8920","ChIJuzroRil3lVQRdp9MaC8IQss","https://www.proturfpdx.com/","45.365718699999995","-122.606185","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","Artificial Grass Wholesale (AGW)","5","","5671 SW Arctic Dr, Beaverton, OR 97005","(503) 440-7132","ChIJq6pxWxINlVQRfzCyvRrbUag","http://www.artificialgrasswholesaleportland.com/","45.478512099999996","-122.7801992","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","Turfland Innovations","5","","12040 SE Pardee St, Portland, OR 97266","(503) 901-8384","ChIJM3pkQ16hlVQRj0QsTWbgQUU","http://www.turflandinnovations.com/","45.4881783","-122.53892499999999","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","Vip Green Maintenance LLC","4.9","","12308 SE Kelly St APT2, Portland, OR 97236","(971) 256-1575","ChIJ_T6Pdd2flVQRDURu2jxVSu8","http://vipgreenpdx.com/","45.498854099999996","-122.5364616","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","Turf Solutions","5","","","(971) 610-6532","ChIJOeyn4Ab_ngERFZGvQ-dBjso","https://turfsolutionspdx.com/","45.1012275","-123.1209221","0"
"Artificial Turf Installation","Artificial Turf Installation Portland","Portland","ITURF NW","5","","","(503) 756-0553","ChIJ126divOjlVQRW5YhcYjNg0g","https://www.iturfnw.com/","45.467106099999995","-122.76048039999999","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Oregon Abatement","4.1","","3434 NE 30th Ave, Portland, OR 97212","(503) 740-9758","ChIJq2nYgdymlVQRCOK-cY9iHsg","https://www.oregonabatement.com/","45.5479728","-122.63446449999999","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Alpha Environmental Services","4.8","","11080 SW Allen Blvd #100, Beaverton, OR 97005","(503) 676-6327","ChIJJxeROAYMlVQRBUlHG7BfPdQ","https://alphaenvironmental.net/?utm_source=gmb&utm_medium=organic","45.475372","-122.7903269","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","J.J. Environmental Solutions LLC","5","","5821 SE Malden St, Portland, OR 97206","(503) 839-7392","ChIJJ0ECV011lVQRAMHyFQ_vXfo","https://www.jjenvironmentalsolutions.com/","45.4680951","-122.60335149999999","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Third Planet Environmental","5","","10753 SE 29th Ave, Portland, OR 97222","(503) 766-5343","ChIJ0T81AUgpnGYRPiZxBSu3sUA","http://www.thirdplanetenvironmental.com/","45.510330599999996","-122.6339452","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","EcoSafe Abatement","4.8","","","(503) 828-0274","ChIJ80tgY4qpJo0R_Z6RfZmJKGE","https://ecosafeabatement.com/","45.504526899999995","-122.622536","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","EnviroPro,LLC","5","","6710 N Catlin Ave Suite A, Portland, OR 97203","(503) 477-9890","ChIJi_k8K-rbpacRrAtdMpM01GY","https://enviroprollc.com/","45.592618599999994","-122.7644411","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","EnviroTest LLC","5","","","(503) 780-0536","ChIJobLKlmmglVQR34Lnl12AMeE","http://envirotest.biz/","45.467106099999995","-122.68969539999999","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Atlas Laboratories Inc. - Dropbox Location","5","","3357 SE 21st Ave, Portland, OR 97202","(503) 647-4322","ChIJRwA334oLlVQRzsZ-GwX1_Mg","http://atlaslabsinc.com/?utm_source=google&utm_medium=gbp&utm_campaign=21st_portland","45.498621","-122.64502159999999","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","GDSI (formerly Green Deconstruction)","5","","8823 N Harborgate St, Portland, OR 97203","(503) 236-4299","ChIJYfHG_k-ilVQRu3XsumcKeMc","http://www.gdsidemo.com/","45.621406199999996","-122.7684676","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Atlas Laboratories","4.8","","14795 SW 72nd Ave Suite B, Tigard, OR 97224","(971) 999-3611","ChIJ7V42Q9ZylVQRh1pemjD3YJI","http://www.atlaslabsinc.com/?utm_source=google&utm_medium=gbp&utm_campaign=tigard","45.4132635","-122.7500979","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Certified Indoor Environmental","4.9","","","(503) 610-3661","ChIJER-LpR4MlVQRdodrYt5W9vo","http://www.certifiedie.com/","45.472673","-122.71848039999999","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","JSE Labs Inc. — Milwaukie","4.8","","3315 SE Harrison St, Milwaukie, OR 97222","(503) 659-8338","ChIJ8yq8OyV1lVQRC7sIKDSgos8","https://jselabs.com/","45.4469511","-122.62828119999999","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","BELFOR Environmental","3","","12823 NE Airport Way, Portland, OR 97230","(503) 408-7404","ChIJIbDRe46jlVQRwQCGcmxP7zQ","https://www.belfor.com/","45.5639952","-122.5282431","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","AccuGuard Environmental","4.9","","1500 NW Bethany Blvd Suite 200, Beaverton, OR 97006","(971) 251-2541","ChIJAR7ihf07HiYRLCm4jAG9aQ4","https://accuguardenviro.com/","45.529803099999995","-122.842287","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Mold Inspection & Testing Portland OR","4.8","","","(971) 599-6942","ChIJQVa1_RN1lVQRR9Vx1VJ0Jjw","http://moldinspectionandtest.com/portland-or","45.582796599999995","-122.7477155","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Eurofins Built Environment Testing- Portland","4.7","","4321 S Corbett Ave A, Portland, OR 97239","(833) 465-5857","ChIJ4_OM7lsKlVQR9onNIcJj9tE","https://www.eurofinsus.com/environment-testing/built-environment/","45.4919589","-122.6766511","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Rose City Laboratories","4.5","","7200 SE Johnson Creek Blvd, Portland, OR 97206","(503) 307-0096","ChIJsbKlFMehlVQROB9xr5uG-ug","https://www.rosecitylabs.com/","45.455682499999995","-122.5896322","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Asbestos Training Project","4.8","","4160 SE International Way, Portland, OR 97222","(503) 706-0895","ChIJB8h1XBh1lVQR1jnzheykknk","http://www.asbestostrainingproject.com/contact-us/","45.43904","-122.62028219999999","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Atlas Laboratories Inc. - Dropbox Location","5","","8206 N Fessenden St Ste B, Portland, OR 97203","(503) 221-8353","ChIJnwJyfDKplVQRNT8UWrMYNOs","https://www.atlaslabsinc.com/?utm_source=google&utm_medium=gbp&utm_campaign=fessenden_portland","45.5961505","-122.74727659999999","0"
"Asbestos Removal","Asbestos Removal Portland","Portland","Mold Testing Services of Oregon","5","","3519 NE 15th Ave Suite 149, Portland, OR 97212","(503) 754-2590","ChIJQ8J-izyklVQRw2ckEOv5vNA","http://www.mtso.co/","45.548513199999995","-122.6511414","0"
